<<<<<<< HEAD
BlackBox ; 
theAlgorithms ; 0.024948120117187500, 0.016845703125000000, 0.003723144531250000,  ,  0.769 
theAlgorithms ; 0.019592285156250000, 0.015625000000000000, 0.000640869140625000,  ,  0.721 
theAlgorithms ; 0.020385742187500000, 0.016418457031250000, 0.000640869140625000,  ,  0.691 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.903 
theAlgorithms ; 0.024063110351562500, 0.019531250000000000, 0.000656127929687500,  ,  0.815 
theAlgorithms ; 0.020568847656250000, 0.016555786132812500, 0.000640869140625000,  ,  0.738 
theAlgorithms ; 0.024978637695312500, 0.018981933593750000, 0.001861572265625000,  ,  1.411 
theAlgorithms ; 0.059875488281250000, 0.041625976562500000, 0.007965087890625000,  ,  1.458 
theAlgorithms ; 0.061477661132812500, 0.041885375976562500, 0.008590698242187500,  ,  1.984 
theAlgorithms ; 0.028594970703125000, 0.019393920898437500, 0.003875732421875000,  ,  1.047 
theAlgorithms ; 0.025588989257812500, 0.016860961914062500, 0.004211425781250000,  ,  0.829 
theAlgorithms ; 0.025634765625000000, 0.016479492187500000, 0.004913330078125000,  ,  0.925 
theAlgorithms ; 0.025253295898437500, 0.016052246093750000, 0.005187988281250000,  ,  0.826 
theAlgorithms ; 0.031372070312500000, 0.021713256835937500, 0.004714965820312500,  ,  1.29 
theAlgorithms ; 0.029113769531250000, 0.020736694335937500, 0.003601074218750000,  ,  1.349 
theAlgorithms ; 0.023681640625000000, 0.019119262695312500, 0.000656127929687500,  ,  0.844 
theAlgorithms ; 0.019653320312500000, 0.015701293945312500, 0.000625610351562500,  ,  0.701 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.707 
theAlgorithms ; 0.020706176757812500, 0.016754150390625000, 0.000656127929687500,  ,  0.683 
theAlgorithms ; 0.020095825195312500, 0.016143798828125000, 0.000640869140625000,  ,  0.689 
theAlgorithms ; 0.023468017578125000, 0.019149780273437500, 0.000656127929687500,  ,  0.91 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.779 
theAlgorithms ; 0.021469116210937500, 0.017242431640625000, 0.000640869140625000,  ,  0.883 
theAlgorithms ; 0.058532714843750000, 0.040725708007812500, 0.007553100585937500,  ,  1.327 
theAlgorithms ; 0.027008056640625000, 0.020233154296875000, 0.002349853515625000,  ,  1.366 
theAlgorithms ; 0.028686523437500000, 0.021621704101562500, 0.002105712890625000,  ,  1.472 
theAlgorithms ; 0.056335449218750000, 0.037277221679687500, 0.008636474609375000,  ,  1.072 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.899 
theAlgorithms ; 0.024276733398437500, 0.015838623046875000, 0.003967285156250000,  ,  0.813 
theAlgorithms ; 0.025299072265625000, 0.016708374023437500, 0.004272460937500000,  ,  0.841 
theAlgorithms ; 0.026931762695312500, 0.017425537109375000, 0.005294799804687500,  ,  0.991 
theAlgorithms ; 0.028549194335937500, 0.018753051757812500, 0.005264282226562500,  ,  0.848 
theAlgorithms ; 0.023620605468750000, 0.015350341796875000, 0.003997802734375000,  ,  0.814 
theAlgorithms ; 0.022293090820312500, 0.016326904296875000, 0.002182006835937500,  ,  0.745 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.721 
theAlgorithms ; 0.020172119140625000, 0.016174316406250000, 0.000640869140625000,  ,  0.695 
theAlgorithms ; 0.020339965820312500, 0.016326904296875000, 0.000656127929687500,  ,  0.677 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.782 
theAlgorithms ; 0.022354125976562500, 0.018295288085937500, 0.000610351562500000,  ,  0.944 
theAlgorithms ; 0.023529052734375000, 0.018997192382812500, 0.000656127929687500,  ,  0.741 
theAlgorithms ; 0.023101806640625000, 0.018249511718750000, 0.001068115234375000,  ,  0.831 
theAlgorithms ; 0.029602050781250000, 0.040985107421875000, 0.008316040039062500,  ,  1.748 
theAlgorithms ; 0.030593872070312500, 0.021179199218750000, 0.003936767578125000,  ,  1.49 
theAlgorithms ; 0.059875488281250000, 0.040527343750000000, 0.008331298828125000,  ,  1.462 
theAlgorithms ; 0.023452758789062500, 0.015304565429687500, 0.003967285156250000,  ,  1.02 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.863 
theAlgorithms ; 0.025390625000000000, 0.016235351562500000, 0.004806518554687500,  ,  0.819 
theAlgorithms ; 0.025558471679687500, 0.016174316406250000, 0.005310058593750000,  ,  0.794 
theAlgorithms ; 0.026153564453125000, 0.017211914062500000, 0.004608154296875000,  ,  1.169 
theAlgorithms ; 0.026107788085937500, 0.017501831054687500, 0.003997802734375000,  ,  0.844 
theAlgorithms ; 0.019515991210937500, 0.015457153320312500, 0.000625610351562500,  ,  0.704 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.663 
theAlgorithms ; 0.020614624023437500, 0.016662597656250000, 0.000656127929687500,  ,  0.674 
theAlgorithms ; 0.019729614257812500, 0.015792846679687500, 0.000640869140625000,  ,  0.665 
theAlgorithms ; 0.000000000000000000, 0.015731811523437500, 0.000625610351562500,  ,  0.72 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.734 
theAlgorithms ; 0.020950317382812500, 0.016845703125000000, 0.000640869140625000,  ,  0.894 
theAlgorithms ; 0.022811889648437500, 0.018402099609375000, 0.000625610351562500,  ,  0.807 
theAlgorithms ; 0.024856567382812500, 0.018554687500000000, 0.002059936523437500,  ,  0.954 
theAlgorithms ; 0.028244018554687500, 0.018844604492187500, 0.004211425781250000,  ,  1.303 
theAlgorithms ; 0.058746337890625000, 0.042739868164062500, 0.006149291992187500,  ,  1.391 
theAlgorithms ; 0.030944824218750000, 0.021057128906250000, 0.004272460937500000,  ,  1.47 
theAlgorithms ; 0.029754638671875000, 0.020233154296875000, 0.004211425781250000,  ,  1.124 
theAlgorithms ; 0.024414062500000000, 0.015884399414062500, 0.003952026367187500,  ,  0.909 
theAlgorithms ; 0.023818969726562500, 0.015487670898437500, 0.004257202148437500,  ,  0.826 
theAlgorithms ; 0.025985717773437500, 0.016311645507812500, 0.005508422851562500,  ,  0.833 
theAlgorithms ; 0.025711059570312500, 0.016601562500000000, 0.005020141601562500,  ,  0.885 
theAlgorithms ; 0.028228759765625000, 0.019546508789062500, 0.003936767578125000,  ,  1.121 
theAlgorithms ; 0.021713256835937500, 0.016296386718750000, 0.001632690429687500,  ,  0.824 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.726 
theAlgorithms ; 0.020599365234375000, 0.016510009765625000, 0.000671386718750000,  ,  0.719 
theAlgorithms ; 0.019409179687500000, 0.015533447265625000, 0.000640869140625000,  ,  0.713 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.665 
theAlgorithms ; 0.020889282226562500, 0.016860961914062500, 0.000656127929687500,  ,  1.057 
theAlgorithms ; 0.025268554687500000, 0.020629882812500000, 0.000625610351562500,  ,  0.843 
theAlgorithms ; 0.020538330078125000, 0.016342163085937500, 0.000640869140625000,  ,  1.134 
theAlgorithms ; 0.060058593750000000, 0.042297363281250000, 0.007293701171875000,  ,  1.417 
theAlgorithms ; 0.028259277343750000, 0.020187377929687500, 0.003402709960937500,  ,  1.247 
theAlgorithms ; 0.060501098632812500, 0.020248413085937500, 0.004287719726562500,  ,  2.153 
theAlgorithms ; 0.024826049804687500, 0.016250610351562500, 0.003829956054687500,  ,  0.894 
theAlgorithms ; 0.025192260742187500, 0.016555786132812500, 0.004196166992187500,  ,  0.83 
theAlgorithms ; 0.024902343750000000, 0.015701293945312500, 0.005233764648437500,  ,  0.964 
theAlgorithms ; 0.026138305664062500, 0.016616821289062500, 0.005340576171875000,  ,  0.914 
theAlgorithms ; 0.029174804687500000, 0.020019531250000000, 0.004318237304687500,  ,  1.075 
theAlgorithms ; 0.024765014648437500, 0.016815185546875000, 0.003768920898437500,  ,  0.896 
theAlgorithms ; 0.020263671875000000, 0.016143798828125000, 0.000671386718750000,  ,  0.782 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.756 
theAlgorithms ; 0.019668579101562500, 0.015838623046875000, 0.000640869140625000,  ,  0.743 
theAlgorithms ; 0.020416259765625000, 0.016342163085937500, 0.000671386718750000,  ,  0.72 
theAlgorithms ; 0.000000000000000000, 0.015548706054687500, 0.000610351562500000,  ,  0.709 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.934 
theAlgorithms ; 0.050109863281250000, 0.040481567382812500, 0.001617431640625000,  ,  1.13 
theAlgorithms ; 0.028244018554687500, 0.018844604492187500, 0.004211425781250000,  ,  1.238 
theAlgorithms ; 0.031356811523437500, 0.022369384765625000, 0.003555297851562500,  ,  1.411 
theAlgorithms ; 0.058883666992187500, 0.041534423828125000, 0.006942749023437500,  ,  1.672 
theAlgorithms ; 0.029846191406250000, 0.020507812500000000, 0.004135131835937500,  ,  1.51 
theAlgorithms ; 0.027511596679687500, 0.018676757812500000, 0.003936767578125000,  ,  0.936 
theAlgorithms ; 0.025344848632812500, 0.016403198242187500, 0.004470825195312500,  ,  0.97 
theAlgorithms ; 0.024490356445312500, 0.015228271484375000, 0.005218505859375000,  ,  0.829 
theAlgorithms ; 0.025985717773437500, 0.016510009765625000, 0.005218505859375000,  ,  1.076 
theAlgorithms ; 0.028457641601562500, 0.019409179687500000, 0.004180908203125000,  ,  0.923 
theAlgorithms ; 0.020660400390625000, 0.015457153320312500, 0.001525878906250000,  ,  0.748 
theAlgorithms ; 0.019897460937500000, 0.016464233398437500, 0.000091552734375000,  ,  0.751 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.71 
theAlgorithms ; 0.018997192382812500, 0.015701293945312500, 0.000091552734375000,  ,  0.699 
theAlgorithms ; 0.021820068359375000, 0.018142700195312500, 0.000091552734375000,  ,  0.926 
theAlgorithms ; 0.020889282226562500, 0.017166137695312500, 0.000091552734375000,  ,  0.785 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.753 
theAlgorithms ; 0.020309448242187500, 0.016815185546875000, 0.000000000000000000,  ,  0.812 
theAlgorithms ; 0.025939941406250000, 0.019927978515625000, 0.001815795898437500,  ,  0.985 
theAlgorithms ; 0.057037353515625000, 0.039093017578125000, 0.008010864257812500,  ,  1.345 
theAlgorithms ; 0.028152465820312500, 0.021865844726562500, 0.001663208007812500,  ,  1.606 
theAlgorithms ; 0.060333251953125000, 0.041000366210937500, 0.008575439453125000,  ,  1.461 
theAlgorithms ; 0.026367187500000000, 0.017547607421875000, 0.003860473632812500,  ,  1.174 
theAlgorithms ; 0.025543212890625000, 0.016937255859375000, 0.004043579101562500,  ,  0.983 
theAlgorithms ; 0.027847290039062500, 0.018371582031250000, 0.005126953125000000,  ,  1.081 
theAlgorithms ; 0.027175903320312500, 0.017379760742187500, 0.005477905273437500,  ,  0.923 
theAlgorithms ; 0.024459838867187500, 0.015991210937500000, 0.004180908203125000,  ,  0.897 
theAlgorithms ; 0.023132324218750000, 0.016494750976562500, 0.002609252929687500,  ,  0.868 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.747 
theAlgorithms ; 0.020111083984375000, 0.016586303710937500, 0.000091552734375000,  ,  0.74 
theAlgorithms ; 0.018798828125000000, 0.015533447265625000, 0.000091552734375000,  ,  0.713 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.72 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.97 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.803 
theAlgorithms ; 0.021682739257812500, 0.017990112304687500, 0.000091552734375000,  ,  0.933 
theAlgorithms ; 0.059875488281250000, 0.041519165039062500, 0.007797241210937500,  ,  1.458 
theAlgorithms ; 0.029235839843750000, 0.020156860351562500, 0.004089355468750000,  ,  1.67 
theAlgorithms ; 0.059738159179687500, 0.040344238281250000, 0.008453369140625000,  ,  1.481 
theAlgorithms ; 0.025115966796875000, 0.016510009765625000, 0.003921508789062500,  ,  0.963 
theAlgorithms ; 0.025375366210937500, 0.016433715820312500, 0.004440307617187500,  ,  0.898 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.005477905273437500,  ,  0.843 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.844 
theAlgorithms ; 0.024139404296875000, 0.015289306640625000, 0.004913330078125000,  ,  1.068 
theAlgorithms ; 0.029830932617187500, 0.020629882812500000, 0.004211425781250000,  ,  1.004 
theAlgorithms ; 0.023162841796875000, 0.016601562500000000, 0.002761840820312500,  ,  0.821 
theAlgorithms ; 0.019424438476562500, 0.015914916992187500, 0.000091552734375000,  ,  0.734 
theAlgorithms ; 0.019287109375000000, 0.015899658203125000, 0.000091552734375000,  ,  0.72 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.707 
theAlgorithms ; 0.020538330078125000, 0.017044067382812500, 0.000091552734375000,  ,  0.79 
theAlgorithms ; 0.021575927734375000, 0.017990112304687500, 0.000091552734375000,  ,  0.977 
theAlgorithms ; 0.021041870117187500, 0.017303466796875000, 0.000091552734375000,  ,  0.798 
theAlgorithms ; 0.023269653320312500, 0.018829345703125000, 0.000747680664062500,  ,  0.849 
theAlgorithms ; 0.027725219726562500, 0.017944335937500000, 0.004638671875000000,  ,  1.138 
theAlgorithms ; 0.028533935546875000, 0.019973754882812500, 0.003509521484375000,  ,  1.3 
theAlgorithms ; 0.057601928710937500, 0.020339965820312500, 0.004714965820312500,  ,  1.88 
theAlgorithms ; 0.030822753906250000, 0.020538330078125000, 0.004714965820312500,  ,  1.268 
theAlgorithms ; 0.027801513671875000, 0.018661499023437500, 0.004150390625000000,  ,  0.947 
theAlgorithms ; 0.024353027343750000, 0.015686035156250000, 0.004318237304687500,  ,  0.845 
theAlgorithms ; 0.028305053710937500, 0.018051147460937500, 0.005828857421875000,  ,  1.061 
theAlgorithms ; 0.028274536132812500, 0.018035888671875000, 0.005767822265625000,  ,  0.986 
theAlgorithms ; 0.024475097656250000, 0.015991210937500000, 0.004165649414062500,  ,  0.886 
theAlgorithms ; 0.021514892578125000, 0.015823364257812500, 0.001892089843750000,  ,  0.78 
theAlgorithms ; 0.019348144531250000, 0.015930175781250000, 0.000091552734375000,  ,  0.723 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.727 
theAlgorithms ; 0.019622802734375000, 0.016235351562500000, 0.000091552734375000,  ,  1.033 
theAlgorithms ; 0.022018432617187500, 0.018081665039062500, 0.000091552734375000,  ,  0.751 
theAlgorithms ; 0.018051147460937500, 0.014694213867187500, 0.000091552734375000,  ,  0.704 
theAlgorithms ; 0.020065307617187500, 0.016571044921875000, 0.000091552734375000,  ,  0.711 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.876 
theAlgorithms ; 0.054580688476562500, 0.039260864257812500, 0.005981445312500000,  ,  1.304 
theAlgorithms ; 0.029998779296875000, 0.020980834960937500, 0.003890991210937500,  ,  1.617 
theAlgorithms ; 0.060913085937500000, 0.041824340820312500, 0.008056640625000000,  ,  1.886 
theAlgorithms ; 0.026992797851562500, 0.017532348632812500, 0.004241943359375000,  ,  1.002 
theAlgorithms ; 0.024368286132812500, 0.015960693359375000, 0.004074096679687500,  ,  0.899 
theAlgorithms ; 0.026550292968750000, 0.017532348632812500, 0.004623413085937500,  ,  1.075 
theAlgorithms ; 0.028366088867187500, 0.018630981445312500, 0.005279541015625000,  ,  1.149 
theAlgorithms ; 0.026138305664062500, 0.016845703125000000, 0.004852294921875000,  ,  0.926 
theAlgorithms ; 0.023529052734375000, 0.015518188476562500, 0.003799438476562500,  ,  0.832 
theAlgorithms ; 0.020095825195312500, 0.015945434570312500, 0.000640869140625000,  ,  0.801 
theAlgorithms ; 0.022872924804687500, 0.019073486328125000, 0.000091552734375000,  ,  1.096 
theAlgorithms ; 0.021163940429687500, 0.017303466796875000, 0.000091552734375000,  ,  0.815 
theAlgorithms ; 0.018844604492187500, 0.015518188476562500, 0.000091552734375000,  ,  0.721 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.716 
theAlgorithms ; 0.019317626953125000, 0.015945434570312500, 0.000091552734375000,  ,  0.747 
theAlgorithms ; 0.022216796875000000, 0.018524169921875000, 0.000091552734375000,  ,  0.862 
theAlgorithms ; 0.027481079101562500, 0.019241333007812500, 0.003448486328125000,  ,  1.566 
theAlgorithms ; 0.059082031250000000, 0.042633056640625000, 0.006423950195312500,  ,  1.435 
theAlgorithms ; 0.029464721679687500, 0.020080566406250000, 0.004043579101562500,  ,  1.462 
theAlgorithms ; 0.031188964843750000, 0.021087646484375000, 0.004486083984375000,  ,  1.138 
theAlgorithms ; 0.025695800781250000, 0.016754150390625000, 0.004013061523437500,  ,  0.949 
theAlgorithms ; 0.024215698242187500, 0.015960693359375000, 0.003921508789062500,  ,  1.086 
theAlgorithms ; 0.028747558593750000, 0.019332885742187500, 0.004776000976562500,  ,  0.943 
theAlgorithms ; 0.026107788085937500, 0.016418457031250000, 0.005462646484375000,  ,  0.849 
theAlgorithms ; 0.024810791015625000, 0.015945434570312500, 0.004623413085937500,  ,  0.842 
theAlgorithms ; 0.023513793945312500, 0.015548706054687500, 0.003890991210937500,  ,  0.808 
theAlgorithms ; 0.024597167968750000, 0.019134521484375000, 0.001419067382812500,  ,  0.998 
theAlgorithms ; 0.020263671875000000, 0.016601562500000000, 0.000091552734375000,  ,  0.754 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.716 
theAlgorithms ; 0.019409179687500000, 0.016128540039062500, 0.000091552734375000,  ,  0.745 
theAlgorithms ; 0.019744873046875000, 0.016220092773437500, 0.000091552734375000,  ,  0.728 
theAlgorithms ; 0.019927978515625000, 0.016494750976562500, 0.000091552734375000,  ,  0.777 
theAlgorithms ; 0.024276733398437500, 0.019226074218750000, 0.001174926757812500,  ,  0.998 
theAlgorithms ; 0.029983520507812500, 0.020370483398437500, 0.004241943359375000,  ,  1.505 
